"","_id","type","iterationName","prolificID","studyID","sessionID","experiment_id","credit_token","gameID","recruitmentPlatform","wID","hitID","aID","trialNum","numTrials","stim_url","toy_type","toy_id","raw_ref_url","num_rois","sketchID","condition","orig_gameID","orig_trialNum","orig_version","batch_id_across_machines","svg","strokeIndex","eventType","timeSketchPresented","catch","timeGreenStrokePresented","arcLength","roi_labelNum","roi_labelName","roi_symLabelID","timeStrokeSubmitted","timeResponseLatency","causal","functional","symbol","combo_id.x","combo_id.y","combo_id","strokeType","count"
"1","60da3f0bbc7de81f99babc80","jspsych-stroke-annotations","pilot13","60da27cfbe79e67a3a992871","60da3328ba076ea608f05b4d","60da338ba718b5a486e40178",1957,"94edbf1cbf524148b93e396bc6194eae","6020-6eafce41-3d5f-47cb-9bbe-da6154016942","prolific",NA,NA,NA,0,11,"https://causaldraw.s3.amazonaws.com/levers_1_ABBA_30.mp4","levers","levers_1","stim/levers_1.png",8,"levers_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59","depictive","0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59",4,29,"levers_1_batch_1","M100,285c0,29.14263 4.72757,58.73407 6,88c0.31963,7.35148 -0.61686,31 10,31",0,"labels",1624919149385,FALSE,1624919149385,123.43236423248,7,"background","nonsymbol",1624919175929,26496,FALSE,FALSE,FALSE,1,1,1,"background",1
"2","60da3f0fbc7de81f99babc81","jspsych-stroke-annotations","pilot13","60da27cfbe79e67a3a992871","60da3328ba076ea608f05b4d","60da338ba718b5a486e40178",1957,"94edbf1cbf524148b93e396bc6194eae","6020-6eafce41-3d5f-47cb-9bbe-da6154016942","prolific",NA,NA,NA,0,11,"https://causaldraw.s3.amazonaws.com/levers_1_ABBA_30.mp4","levers","levers_1","stim/levers_1.png",8,"levers_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59","depictive","0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59",4,29,"levers_1_batch_1","M100,285c0,29.14263 4.72757,58.73407 6,88c0.31963,7.35148 -0.61686,31 10,31",1,"labels",1624919149385,FALSE,1624919175933,259.082722810732,7,"background","nonsymbol",1624919180316,4383,FALSE,FALSE,FALSE,1,1,1,"background",1
"3","60da3f11bc7de81f99babc82","jspsych-stroke-annotations","pilot13","60da27cfbe79e67a3a992871","60da3328ba076ea608f05b4d","60da338ba718b5a486e40178",1957,"94edbf1cbf524148b93e396bc6194eae","6020-6eafce41-3d5f-47cb-9bbe-da6154016942","prolific",NA,NA,NA,0,11,"https://causaldraw.s3.amazonaws.com/levers_1_ABBA_30.mp4","levers","levers_1","stim/levers_1.png",8,"levers_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59","depictive","0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59",4,29,"levers_1_batch_1","M100,285c0,29.14263 4.72757,58.73407 6,88c0.31963,7.35148 -0.61686,31 10,31",2,"labels",1624919149385,FALSE,1624919180317,137.642943873604,7,"background","nonsymbol",1624919182413,2096,FALSE,FALSE,FALSE,1,1,1,"background",1
"4","60da3f12bc7de81f99babc83","jspsych-stroke-annotations","pilot13","60da27cfbe79e67a3a992871","60da3328ba076ea608f05b4d","60da338ba718b5a486e40178",1957,"94edbf1cbf524148b93e396bc6194eae","6020-6eafce41-3d5f-47cb-9bbe-da6154016942","prolific",NA,NA,NA,0,11,"https://causaldraw.s3.amazonaws.com/levers_1_ABBA_30.mp4","levers","levers_1","stim/levers_1.png",8,"levers_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59","depictive","0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59",4,29,"levers_1_batch_1","M100,285c0,29.14263 4.72757,58.73407 6,88c0.31963,7.35148 -0.61686,31 10,31",3,"labels",1624919149385,FALSE,1624919182414,153.973829467717,7,"background","nonsymbol",1624919183037,623,FALSE,FALSE,FALSE,1,1,1,"background",1
"5","60da3f13bc7de81f99babc84","jspsych-stroke-annotations","pilot13","60da27cfbe79e67a3a992871","60da3328ba076ea608f05b4d","60da338ba718b5a486e40178",1957,"94edbf1cbf524148b93e396bc6194eae","6020-6eafce41-3d5f-47cb-9bbe-da6154016942","prolific",NA,NA,NA,0,11,"https://causaldraw.s3.amazonaws.com/levers_1_ABBA_30.mp4","levers","levers_1","stim/levers_1.png",8,"levers_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59","depictive","0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59",4,29,"levers_1_batch_1","M100,285c0,29.14263 4.72757,58.73407 6,88c0.31963,7.35148 -0.61686,31 10,31",4,"labels",1624919149385,FALSE,1624919183038,27.546784575804,7,"background","nonsymbol",1624919183742,704,FALSE,FALSE,FALSE,1,1,1,"background",1
"6","60da3f13bc7de81f99babc85","jspsych-stroke-annotations","pilot13","60da27cfbe79e67a3a992871","60da3328ba076ea608f05b4d","60da338ba718b5a486e40178",1957,"94edbf1cbf524148b93e396bc6194eae","6020-6eafce41-3d5f-47cb-9bbe-da6154016942","prolific",NA,NA,NA,0,11,"https://causaldraw.s3.amazonaws.com/levers_1_ABBA_30.mp4","levers","levers_1","stim/levers_1.png",8,"levers_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59","depictive","0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59",4,29,"levers_1_batch_1","M100,285c0,29.14263 4.72757,58.73407 6,88c0.31963,7.35148 -0.61686,31 10,31",5,"labels",1624919149385,FALSE,1624919183743,101.848221883667,7,"background","nonsymbol",1624919184413,670,FALSE,FALSE,FALSE,1,1,1,"background",1
"7","60da3f14bc7de81f99babc86","jspsych-stroke-annotations","pilot13","60da27cfbe79e67a3a992871","60da3328ba076ea608f05b4d","60da338ba718b5a486e40178",1957,"94edbf1cbf524148b93e396bc6194eae","6020-6eafce41-3d5f-47cb-9bbe-da6154016942","prolific",NA,NA,NA,0,11,"https://causaldraw.s3.amazonaws.com/levers_1_ABBA_30.mp4","levers","levers_1","stim/levers_1.png",8,"levers_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59","depictive","0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59",4,29,"levers_1_batch_1","M100,285c0,29.14263 4.72757,58.73407 6,88c0.31963,7.35148 -0.61686,31 10,31",6,"labels",1624919149385,FALSE,1624919184414,104.606318251978,7,"background","nonsymbol",1624919184928,514,FALSE,FALSE,FALSE,1,1,1,"background",1
"8","60da3f14bc7de81f99babc87","jspsych-stroke-annotations","pilot13","60da27cfbe79e67a3a992871","60da3328ba076ea608f05b4d","60da338ba718b5a486e40178",1957,"94edbf1cbf524148b93e396bc6194eae","6020-6eafce41-3d5f-47cb-9bbe-da6154016942","prolific",NA,NA,NA,0,11,"https://causaldraw.s3.amazonaws.com/levers_1_ABBA_30.mp4","levers","levers_1","stim/levers_1.png",8,"levers_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59","depictive","0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59",4,29,"levers_1_batch_1","M100,285c0,29.14263 4.72757,58.73407 6,88c0.31963,7.35148 -0.61686,31 10,31",7,"labels",1624919149385,FALSE,1624919184929,27.0025813467142,7,"background","nonsymbol",1624919185385,456,FALSE,FALSE,FALSE,1,1,1,"background",1
"9","60da3f19bc7de81f99babc88","jspsych-stroke-annotations","pilot13","60da27cfbe79e67a3a992871","60da3328ba076ea608f05b4d","60da338ba718b5a486e40178",1957,"94edbf1cbf524148b93e396bc6194eae","6020-6eafce41-3d5f-47cb-9bbe-da6154016942","prolific",NA,NA,NA,0,11,"https://causaldraw.s3.amazonaws.com/levers_1_ABBA_30.mp4","levers","levers_1","stim/levers_1.png",8,"levers_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59","depictive","0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59",4,29,"levers_1_batch_1","M100,285c0,29.14263 4.72757,58.73407 6,88c0.31963,7.35148 -0.61686,31 10,31",8,"labels",1624919149385,FALSE,1624919185386,313.504820034117,7,"background","nonsymbol",1624919189929,4543,FALSE,FALSE,FALSE,1,1,1,"background",1
"10","60da3f1abc7de81f99babc89","jspsych-stroke-annotations","pilot13","60da27cfbe79e67a3a992871","60da3328ba076ea608f05b4d","60da338ba718b5a486e40178",1957,"94edbf1cbf524148b93e396bc6194eae","6020-6eafce41-3d5f-47cb-9bbe-da6154016942","prolific",NA,NA,NA,0,11,"https://causaldraw.s3.amazonaws.com/levers_1_ABBA_30.mp4","levers","levers_1","stim/levers_1.png",8,"levers_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59","depictive","0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59",4,29,"levers_1_batch_1","M100,285c0,29.14263 4.72757,58.73407 6,88c0.31963,7.35148 -0.61686,31 10,31",9,"labels",1624919149385,FALSE,1624919189930,185.733604297365,7,"background","nonsymbol",1624919191216,1286,FALSE,FALSE,FALSE,1,1,1,"background",1
