"","gameID","sketchID","numBackground","numCausal","numFunctional","numSymbol","totalStrokes","propCausal","propFunctional","propSymbol","propBackground","_id","iterationName","stimulus","prolificID","studyID","sessionID","experiment_id","credit_token","recruitmentPlatform","rt","key_press","phase","condition","batch","trial_type","toy_id","sketch_nav","orig_gameID","trialNum","corr_inter","key_check","corr_roi","corr_key","corrAns","sketchName"
"1","0022-4c3926de-77fe-4c0e-998c-684bb3967337","pulleys_2.2659-dd1b5c39-13c7-4a69-836f-03279f53939d",9,0,1,0,10,0,0.1,0,0.9,"606cd7a4fc33af4bc2f798df","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",4495.32000000001,"Push","intervention","depictive","25","image-button-response","pulleys_2","data/run1/2659-dd1b5c39-13c7-4a69-836f-03279f53939d_pulleys_2_depictive.png","2659-dd1b5c39-13c7-4a69-836f-03279f53939d",5,"Pull",NA,0,NA,0,"2659-dd1b5c39-13c7-4a69-836f-03279f53939d"
"2","0022-4c3926de-77fe-4c0e-998c-684bb3967337","gears_2.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df",10,6,6,0,22,0.272727272727273,0.272727272727273,0,0.454545454545455,"606cd77bfc33af4bc2f798da","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",10140.6649999999,"Rotate","intervention","explanatory","25","image-button-response","gears_2","data/run1/0366-5aa209bd-fda5-4afd-b896-9371d73ab1df_gears_2_explanatory.png","0366-5aa209bd-fda5-4afd-b896-9371d73ab1df",0,"Rotate",NA,1,NA,1,"0366-5aa209bd-fda5-4afd-b896-9371d73ab1df"
"3","0022-4c3926de-77fe-4c0e-998c-684bb3967337","pulleys_1.4565-36193ae4-51f5-4fa7-8105-88a5da44b9da",0,0,3,6,9,0,0.333333333333333,0.666666666666667,0,"606cd788fc33af4bc2f798dc","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",6874.54499999969,"Rotate","intervention","explanatory","25","image-button-response","pulleys_1","data/run1/4565-36193ae4-51f5-4fa7-8105-88a5da44b9da_pulleys_1_explanatory.png","4565-36193ae4-51f5-4fa7-8105-88a5da44b9da",2,"Pull",NA,0,NA,0,"4565-36193ae4-51f5-4fa7-8105-88a5da44b9da"
"4","0022-4c3926de-77fe-4c0e-998c-684bb3967337","levers_1.7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5",0,5,0,6,11,0.454545454545455,0,0.545454545454545,0,"606cd798fc33af4bc2f798dd","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",15099.0849999998,"Pull","intervention","explanatory","25","image-button-response","levers_1","data/run1/7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5_levers_1_explanatory.png","7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5",3,"Push",NA,0,NA,0,"7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5"
"5","0022-4c3926de-77fe-4c0e-998c-684bb3967337","levers_2.4786-26a27eb2-3267-43ec-9911-66d292ce846f",6,2,0,1,9,0.222222222222222,0,0.111111111111111,0.666666666666667,"606cd780fc33af4bc2f798db","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",4043.50500000056,"Push","intervention","explanatory","25","image-button-response","levers_2","data/run1/4786-26a27eb2-3267-43ec-9911-66d292ce846f_levers_2_explanatory.png","4786-26a27eb2-3267-43ec-9911-66d292ce846f",1,"Push",NA,1,NA,1,"4786-26a27eb2-3267-43ec-9911-66d292ce846f"
"6","0022-4c3926de-77fe-4c0e-998c-684bb3967337","gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada",2,24,23,0,49,0.489795918367347,0.469387755102041,0,0.0408163265306122,"606cd79efc33af4bc2f798de","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",5193.07500000016,"Rotate","intervention","explanatory","25","image-button-response","gears_1","data/run1/1881-7a2da28a-47fe-4371-abd1-e8ca6740eada_gears_1_explanatory.png","1881-7a2da28a-47fe-4371-abd1-e8ca6740eada",4,"Rotate",NA,1,NA,1,"1881-7a2da28a-47fe-4371-abd1-e8ca6740eada"
"7","0034-407a5880-3590-44b6-9969-695fe9eb92c4","levers_1.9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6",1,7,0,5,13,0.538461538461538,0,0.384615384615385,0.0769230769230769,"6042b9da704124640312aea7","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",3796.54500000016,"Rotate","intervention","explanatory","38","image-button-response","levers_1","data/run1/9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6_levers_1_explanatory.png","9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6",4,"Push",NA,0,NA,0,"9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6"
"8","0034-407a5880-3590-44b6-9969-695fe9eb92c4","pulleys_2.6182-d61fc503-aec8-4628-a767-04fadedc083f",18,2,2,0,22,0.0909090909090909,0.0909090909090909,0,0.818181818181818,"6042b9d1704124640312aea5","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",4297.62500000015,"Pull","intervention","depictive","38","image-button-response","pulleys_2","data/run1/6182-d61fc503-aec8-4628-a767-04fadedc083f_pulleys_2_depictive.png","6182-d61fc503-aec8-4628-a767-04fadedc083f",2,"Pull",NA,1,NA,1,"6182-d61fc503-aec8-4628-a767-04fadedc083f"
"9","0034-407a5880-3590-44b6-9969-695fe9eb92c4","pulleys_1.7949-a2356f93-f47d-4e7d-ae6d-11f1e8409b36",3,5,1,0,9,0.555555555555556,0.111111111111111,0,0.333333333333333,"6042b9d6704124640312aea6","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",3875.96000000031,"Pull","intervention","explanatory","38","image-button-response","pulleys_1","data/run1/7949-a2356f93-f47d-4e7d-ae6d-11f1e8409b36_pulleys_1_explanatory.png","7949-a2356f93-f47d-4e7d-ae6d-11f1e8409b36",3,"Pull",NA,1,NA,1,"7949-a2356f93-f47d-4e7d-ae6d-11f1e8409b36"
"10","0034-407a5880-3590-44b6-9969-695fe9eb92c4","gears_1.9393-2960082e-f208-4821-ac8e-759fbc3f4d02",0,2,2,0,4,0.5,0.5,0,0,"6042b9df704124640312aea8","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",3780.04000000056,"Push","intervention","explanatory","38","image-button-response","gears_1","data/run1/9393-2960082e-f208-4821-ac8e-759fbc3f4d02_gears_1_explanatory.png","9393-2960082e-f208-4821-ac8e-759fbc3f4d02",5,"Rotate",NA,0,NA,0,"9393-2960082e-f208-4821-ac8e-759fbc3f4d02"
